10.00            -223.20905757
20.00            -249.25680673
30.00            -250.32816352
40.00            -250.34621789
50.00            -250.34675042
60.00            -250.34695448
70.00            -250.34716664
80.00            -250.34721088
90.00            -250.34727254
100.00           -250.34746443
